Category,Message
ham,Hi! Your table at Walmart is confirmed for 3:00 PM - 5:00 PM.
ham,Sounds great! Im going to sleep now. Have a good night!
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,:-( that's not v romantic!
spam,Get 90% off on all antivirus software. Protect your PC today: soft-deals.net
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,I dunno lei... Like dun haf...
spam,Your package is out for delivery. View the driver's location on the map: track-live.info
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,You know what hook up means right?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
spam,Your package is at the local sorting facility. See status: track-status.info
spam,Your computer is leaking personal info. Secure it: pc-privacy-fix.co
ham,Dont put your phone on silent mode ok
ham,Ok
ham,Have you always been saying welp?
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,I will be outside office take all from there
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,Your Airbnb account has a new login. Secure: airbnb-sec-verify.me
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
ham,You still around? I could use a half-8th
ham,Are you still playing with gautham?
ham,"Fuuuuck I need to stop sleepin, sup"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
ham,have got * few things to do. may be in * pub later.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
spam,"Your order from 'TechStore' has shipped. Track your $1,200 laptop: tech-track.info"
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"Probably, want to pick up more?"
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Where are you call me.
ham,K.k..how is your sister kids?
ham,How did you find out in a way that didn't include all of these details
spam,"Win a $1,000 Costco Gift Card! Join the 'Exclusive Rewards' program: bit.ly/costco-rewards-win"
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,"Sorry, I'll call later"
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,"Oops, I'll let you know when my roommate's done"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Ü dun need to pick ur gf?
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,Erutupalam thandiyachu
spam,Get 95% off on all 'SafeSurf' Premium VPN. Protect your web privacy: vpn-flash-sale.net
spam,Get 95% off on all 'SafeSurf' VPN. Protect your privacy: vpn-sale.net
ham,Have you started in skye
spam,Your iCloud backup has failed. Your data is at risk. Fix: icloud-fix.co
ham,Lol no. U can trust me.
ham,Hey anyway i have to :-)
ham,Welp apparently he retired
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,At home watching tv lor.
ham,Or ill be a little closer like at the bus stop on the same street
ham,"Sorry da thangam, very very sorry i am held up with prasad."
spam,Your DoorDash order was delivered to your door. Get a $20 credit by rating your driver here.
ham,Y ü wan to go there? C doctor?
ham,here is my new address -apples&pairs&all that malarky
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,how are you? I miss you!
spam,Get paid to watch movie trailers. Earn up to $5 per trailer. Register at watch-and-earn.co
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
ham,No. Thank you. You've been wonderful
spam,Get 80% off all designer sunglasses. Sale ends tonight: sun-sale.net
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,How is your schedule next week? I am out of town this weekend.
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,R u here yet? I'm wearing blue shirt n black pants.
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,"Final Notice: Your $30,000 lottery prize will expire. Claim now!"
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,I'm e person who's doing e sms survey...
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,Just sleeping..and surfing
ham,Did you see that film:)
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
spam,Your car insurance quote is ready. Save $50/month: auto-quote.net
ham,Wah lucky man... Then can save money... Hee...
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Draw va?i dont think so:)
ham,Ok then i come n pick u at engin?
spam,Are you looking for a job? We are hiring remote assistants. Salary starts at $4k/month. Apply now.
ham,S:-)kallis wont play in first two odi:-)
ham,I can't describe how lucky you are that I'm actually awake by noon
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,Oh baby of the house. How come you dont have any new pictures on facebook
spam,You have an important customer service announcement from PREMIER.
spam,Your UPS delivery was redirected to a pickup point. See location: ups-map.info
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
spam,Your FedEx delivery is scheduled for tomorrow morning. Confirm: fedex-confirm.info
spam,Alert: Your bank account was accessed from a 'Windows 10' device in Russia. Secure: bank-auth-check.me
ham,So i asked how's anthony. Dad. And your bf
ham,What pa tell me.. I went to bath:-)
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam,Get a $500 Ulta Gift Card! Take our beauty quiz: bit.ly/ulta-win
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,Were trying to find a Chinese food place around here
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,I'm freezing and craving ice. Fml
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,New car and house for my parents.:)i have only new job in hand:)
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Order Confirmation: Your purchase of laptop at Apple was successful.
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Thank you princess! You are so sexy...
ham,"Aight yo, dats straight dogg"
ham,Dont worry. I guess he's busy.
spam,Win a free 7-day cruise to the Bahamas! Click to enter: bit.ly/cruise-win-26
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,No dear i was sleeping :-P
spam,Alert: Your Binance withdrawal of 0.3 BTC is pending. Cancel: binance-fix.io
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,"Pity, * was in mood for that. So...any other suggestions?"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
